asset,x_um,y_um
A027,-9.118554130606004,4.61259807178923
A018,9.118888598132319,-4.727596911181218
A008,1.7116941098675218,-9.62870170911769
A022,-4.51564094639198,-7.262680804351627
A038,-8.61848980630107,-3.8174031358359333
A004,-2.547098358586269,9.663350149856347
A048,9.79321147295756,2.3509734753495364
A034,4.175989060927925,8.809460863491347
